32,NG-KN-1002-0041,Sabon kaura - CMP,100000032,AgroChem:Termakill,C-1000000036,Alasan Mohammed,2348069599816,,,,,,,,,,,,,,,,,,,AgroChem:Termakill
33,NG-KD-1001-000A,Ikara Store 1,100000033,AgroChem:Termex,C-1000000037,Shefadex Mill farms,2348069599816,,,,,,,,,,,,,,,,,,,AgroChem:Termex
34,NG-KD-1001-000B,Ikara Store 3,100000034,AgroChem:Weedoff,C-1000000038,Alhaji Salmanu Tukur,2348069599816,,,,,,,,,,,,,,,,,,,AgroChem:Weedoff
35,NG-KD-1001-000D,Makarfi Store 1,100000035,Produce:Cowpea-A(100kg),C-1000000039,Usman Yusuf,2348069599816,,,,,,,,,,,,,,,,,,,Produce:Cowpea-A(100kg)
36,NG-KD-1001-000E,Makarfi Store 2,100000036,Produce:Cowpea-A+(50kg),C-1000000040,Mukhtar Kano,2348069599816,,,,,,,,,,,,,,,,,,,Produce:Cowpea-A+(50kg)
37,NG-KD-1001-000F,Makarfi Store 3,100000037,Produce:Cowpea-B(100kg),C-1000000041,Ahmad Yusuf,2348069599816,,,,,,,,,,,,,,,,,,,Produce:Cowpea-B(100kg)
38,NG-KD-1001-000G,Makarfi Store 4,100000038,Produce:Cowpea-C(100kg),C-1000000042,Aliyu Mohammed Rabiu,2348069599816,,,,,,,,,,,,,,,,,,,Produce:Cowpea-C(100kg)
39,NG-KD-1001-000H,Saulawa Store,100000039,Produce:Maize-A+-White(50kg),C-1000000043,Auwal Abdulkareem,2348069599816,,,,,,,,,,,,,,,,,,,Produce:Maize-A+-White(50kg)
40,NG-KD-1001-000I,Yarikaffi Store,100000040,Produce:Maize-A+-Yellow(50kg),C-1000000044,AUWAN MULTIBIZ,2348069599816,,,,,,,,,,,,,,,,,,,Produce:Maize-A+-Yellow(50kg)
41,NG-KD-1001-000J,Zaria Big Store,100000041,Produce:Maize-A-White(100kg),C-1000000045,AZED OKOLOCHA INTEGRATED FARMS,2348069599816,,,,,,,,,,,,,,,,,,,Produce:Maize-A-White(100kg)
42,NG-KD-1001-000K,Zaria Store 1,100000042,Produce:Maize-A-Yellow(100kg),C-1000000046,Dan Marke Inv. Firm,2348069599816,,,,,,,,,,,,,,,,,,,Produce:Maize-A-Yellow(100kg)
43,NG-KD-1001-000L,Zaria Store 2,100000043,Produce:Maize-B-White(100kg),C-1000000047,Fahas Petroleum,2348069599816,,,,,,,,,,,,,,,,,,,Produce:Maize-B-White(100kg)
44,NG-KD-1001-000M,Zaria Store 3,100000044,Produce:Maize-B-Yellow(100kg),C-1000000048,Hamsad Investment,2348069599816,,,,,,,,,,,,,,,,,,,Produce:Maize-B-Yellow(100kg)
45,NG-KD-1002-000O,Kubau Store,100000045,Produce:Maize-C-White(100kg),C-1000000049,Ibrahim Nafiu,2348069599816,,,,,,,,,,,,,,,,,,,Produce:Maize-C-White(100kg)
46,NG-KD-1002-000P,Soba Store 1,100000046,Produce:Maize-C-Yellow(100kg),C-1000000050,Idris Abdulkadir,2348069599816,,,,,,,,,,,,,,,,,,,Produce:Maize-C-Yellow(100kg)
47,NG-KN-1001-000C,Kiru Store,100000047,Produce:Other,C-1000000051,Sani Soba Adamu,2348069599816,,,,,,,,,,,,,,,,,,,Produce:Other
48,NG-KN-1002-000N,Chiromawa Store 1,100000048,Produce:Rice-A(75kg),C-1000000052,Soba Motors,2348069599816,,,,,,,,,,,,,,,,,,,Produce:Rice-A(75kg)
49,NG-KD-1001-000Q,Makarfi Store 5 (Container),100000049,Produce:Rice-B(75kg),C-1000000053,SUN MARK GLOBAL LIMITED,2348069599816,,,,,,,,,,,,,,,,,,,Produce:Rice-B(75kg)
50,NG-KN-1002-000R,Chiromawa Store 2,100000050,Produce:Sorghum-A(100kg),C-1000000054,TRANSIT MUNAD VENTURES,2348069599816,,,,,,,,,,,,,,,,,,,Produce:Sorghum-A(100kg)
51,NG-KD-1002-000S,Soba Store 2,100000051,Produce:Sorghum-A+(50kg),C-1000000055,HARUNA ALIYU ADAMU,2348069599816,,,,,,,,,,,,,,,,,,,Produce:Sorghum-A+(50kg)
52,NG-TEST-1,Lagos Store 1,100000052,Produce:Sorghum-B(100kg),C-1000000056,Nasiru Yanus,2348069599816,,,,,,,,,,,,,,,,,,,Produce:Sorghum-B(100kg)
53,NG-TEST-2,Lagos Store 2,100000053,Produce:Sorghum-C-White(100kg),C-1000000057,Olam Nigeria,2348069599816,,,,,,,,,,,,,,,,,,,Produce:Sorghum-C-White(100kg)
54,NG-LMD-1,LMD Warehouse,100000054,Produce:Soybean-A(100kg),C-1000000058,Venund Cultivation,2348069599816,,,,,,,,,,,,,,,,,,,Produce:Soybean-A(100kg)
55,,,100000055,Produce:Soybean-A+(50kg),C-1000000059,Animal Care,2348069599816,,,,,,,,,,,,,,,,,,,Produce:Soybean-A+(50kg)
56,,,100000056,Produce:Soybean-B(100kg),C-1000000060,Forthworth,2348069599816,,,,,,,,,,,,,,,,,,,Produce:Soybean-B(100kg)
57,,,100000057,Produce:Soybean-C(100kg),C-1000000061,Amo Byng,2348069599816,,,,,,,,,,,,,,,,,,,Produce:Soybean-C(100kg)
58,,,100000058,Equipment: Engine Oil,C-IK000022-01,Yusuf Galadima,2348069599816,,,,,,,,,,,,,,,,,,,Equipment: Engine Oil
59,,,100000059,Equipment:2 Inch Corner Post,C-IK000023-01,Hajara Luka,2348069599816,,,,,,,,,,,,,,,,,,,Equipment:2 Inch Corner Post
60,,,100000060,Equipment:3 Inch Corner Post,C-IK000023-03,Ishaku Mati,2348069599816,,,,,,,,,,,,,,,,,,,Equipment:3 Inch Corner Post
61,,,100000061,Equipment:Angle Iron Post,C-IK000023-04,Mairo Haruna,2348069599816,,,,,,,,,,,,,,,,,,,Equipment:Angle Iron Post
62,,,100000062,Equipment:Bait Trap,C-IK000030-01,Haruna Mato,2348069599816,,,,,,,,,,,,,,,,,,,Equipment:Bait Trap
63,,,100000063,Equipment:Barbwire,C-IK000030-03,Ishaya Jarmai,2348069599816,,,,,,,,,,,,,,,,,,,Equipment:Barbwire
64,,,100000064,Equipment:Cement,C-IK000034-01,Dahiru Riga,2348069599816,,,,,,,,,,,,,,,,,,,Equipment:Cement
65,,,100000065,Equipment:Cocoon - 150MT,C-IK000108-01,Laazarus Bitrus,2348069599816,,,,,,,,,,,,,,,,,,,Equipment:Cocoon - 150MT
66,,,100000066,Equipment:Fencing Wire Mesh,C-IK000108-03,Dauda Bitrus,2348069599816,,,,,,,,,,,,,,,,,,,Equipment:Fencing Wire Mesh
67,,,100000067,Equipment:Gate,C-IK000184-01,Haruna Ishaya,2348069599816,,,,,,,,,,,,,,,,,,,Equipment:Gate
68,,,100000068,Equipment:Generator,C-IK000307-01,Isah Murtala,2348069599816,,,,,,,,,,,,,,,,,,,Equipment:Generator
69,,,100000069,Equipment:GPS Device,C-IK000529-01,Ephraim Agok,2348069599816,,,,,,,,,,,,,,,,,,,Equipment:GPS Device
70,,,100000070,Equipment:Laptop,C-IK000559-01,Yohanna Saidu,2348069599816,,,,,,,,,,,,,,,,,,,Equipment:Laptop
71,,,100000071,Equipment:Large Scale,C-IK000702-01,Saminu Yusuf,2348069599816,,,,,,,,,,,,,,,,,,,Equipment:Large Scale
72,,,100000072,Equipment:Magtoxin,C-IK001169-01,Kabiru Dauda,2348069599816,,,,,,,,,,,,,,,,,,,Equipment:Magtoxin
73,,,100000073,Equipment:Moisture Meter,C-IK001400-05,Suleiman Yahaya,2348069599816,,,,,,,,,,,,,,,,,,,Equipment:Moisture Meter
74,,,100000074,Equipment:Nylon,C-IK001448-01,Alh. Yahaya Salisu,2348069599816,,,,,,,,,,,,,,,,,,,Equipment:Nylon
75,,,100000075,Equipment:Other,C-IK001479-01,Tasiu Haruna,2348069599816,,,,,,,,,,,,,,,,,,,Equipment:Other
76,,,100000076,Equipment:Pallets,C-IK001828-01,Shamsudeen Yahaya,2348069599816,,,,,,,,,,,,,,,,,,,Equipment:Pallets
77,,,100000077,Equipment:Pest Control Chemical,C-IK001864-01,Hamisu Magaji,2348069599816,,,,,,,,,,,,,,,,,,,Equipment:Pest Control Chemical
78,,,100000078,Equipment:Phone,C-IK001910-01,Alasan Ibrahim,2348069599816,,,,,,,,,,,,,,,,,,,Equipment:Phone
79,,,100000079,Equipment:Printer,C-IK004554-03,Lurwanu Mustapha,2348069599816,,,,,,,,,,,,,,,,,,,Equipment:Printer
80,,,100000080,Equipment:Sand,C-IK005769-02,Sulaiman Husseini,2348069599816,,,,,,,,,,,,,,,,,,,Equipment:Sand
81,,,100000081,Equipment:Saw Dust,C-IK005910-02,Abdul'aziz Sani,2348069599816,,,,,,,,,,,,,,,,,,,Equipment:Saw Dust
82,,,100000082,Equipment:Sieve,C-IK008242-01,Yakubu Solomon,2348069599816,,,,,,,,,,,,,,,,,,,Equipment:Sieve
83,,,100000083,Equipment:Small Scale,C-IK009284-01,Mohammed Haruna Mohammed,2348069599816,,,,,,,,,,,,,,,,,,,Equipment:Small Scale
84,,,100000084,Equipment:Small Tools and Equipment,C-IK010235-01,Aliyu Halliru,2348069599816,,,,,,,,,,,,,,,,,,,Equipment:Small Tools and Equipment
85,,,100000085,Equipment:Small Wares,C-IK017387-01,Safayanu Samaila,2348069599816,,,,,,,,,,,,,,,,,,,Equipment:Small Wares
86,,,100000086,Equipment:Sprayer,C-IK020389-01,Bashir Sadiq,2348069599816,,,,,,,,,,,,,,,,,,,Equipment:Sprayer
87,,,100000087,Equipment:Tarpaulin - CMP,C-IK021681-01,Yusuf Bala,2348069599816,,,,,,,,,,,,,,,,,,,Equipment:Tarpaulin - CMP
88,,,100000088,Equipment:Tarpaulin - Fumigation,C-IK021681-02,Dogara Watson Danmaraya,2348069599816,,,,,,,,,,,,,,,,,,,Equipment:Tarpaulin - Fumigation
89,,,100000089,Equipment:Wheel Barrow,C-IK021709-01,Laiko Ibrahim,2348069599816,,,,,,,,,,,,,,,,,,,Equipment:Wheel Barrow
90,,,100000090,Equipment:Wire Mesh,C-IK021709-02,Ibrahim Garba,2348069599816,,,,,,,,,,,,,,,,,,,Equipment:Wire Mesh
91,,,100000091,Fertiliser:DAP,C-IK022636-02,Maryamu Murid,2348069599816,,,,,,,,,,,,,,,,,,,Fertiliser:DAP
92,,,100000092,Fertiliser:MOP,C-IK022636-03,Amina Samaila,2348069599816,,,,,,,,,,,,,,,,,,,Fertiliser:MOP
93,,,100000093,Fertiliser:SSP,C-IK045400-02,Au'wal Muazu,2348069599816,,,,,,,,,,,,,,,,,,,Fertiliser:SSP
94,,,100000094,Fertiliser:Urea,C-IK053625-02,Musa Harisu,2348069599816,,,,,,,,,,,,,,,,,,,Fertiliser:Urea
95,,,100000095,Fertiliser:TSP,Customer,Generic Customer,2348069599816,,,,,,,,,,,,,,,,,,,Fertiliser:TSP
96,,,100000096,Fuel:Generator,Field-CashnCarry,Generic Member CashnCarry,2348069599816,,,,,,,,,,,,,,,,,,,Fuel:Generator
97,,,100000097,Fuel:Motorcycle,Discard,Discard,2348069599816,,,,,,,,,,,,,,,,,,,Fuel:Motorcycle
98,,,100000098,Fuel:Other,,,2348069599816,,,,,,,,,,,,,,,,,,,Fuel:Other
99,,,100000099,Fuel:Vehicle,,,2348069599816,,,,,,,,,,,,,,,,,,,Fuel:Vehicle
100,,,100000100,Furniture and Fittings:Bed,,,2348069599816,,,,,,,,,,,,,,,,,,,Furniture and Fittings:Bed
101,,,100000101,Furniture and Fittings:Chair,,,2348069599816,,,,,,,,,,,,,,,,,,,Furniture and Fittings:Chair
102,,,100000102,Furniture and Fittings:Chairs,,,2348069599816,,,,,,,,,,,,,,,,,,,Furniture and Fittings:Chairs
103,,,100000103,Furniture and Fittings:Mattress,,,2348069599816,,,,,,,,,,,,,,,,,,,Furniture and Fittings:Mattress
104,,,100000104,Furniture and Fittings:Other,,,2348069599816,,,,,,,,,,,,,,,,,,,Furniture and Fittings:Other
105,,,100000105,Furniture and Fittings:Plastic Chairs,,,2348069599816,,,,,,,,,,,,,,,,,,,Furniture and Fittings:Plastic Chairs
106,,,100000106,Furniture and Fittings:Plastic Tables,,,2348069599816,,,,,,,,,,,,,,,,,,,Furniture and Fittings:Plastic Tables
107,,,100000107,Furniture and Fittings:Table,,,2348069599816,,,,,,,,,,,,,,,,,,,Furniture and Fittings:Table
108,,,100000108,Furniture and Fittings:Wardrobe,,,2348069599816,,,,,,,,,,,,,,,,,,,Furniture and Fittings:Wardrobe
109,,,100000109,Furniture and Fittings:Whiteboard,,,2348069599816,,,,,,,,,,,,,,,,,,,Furniture and Fittings:Whiteboard
110,,,100000110,Harvest Service: Needle,,,2348069599816,,,,,,,,,,,,,,,,,,,Harvest Service: Needle
111,,,100000111,Harvest Service: PICSBags,,,2348069599816,,,,,,,,,,,,,,,,,,,Harvest Service: PICSBags
112,,,100000112,Harvest Service: Thread,,,2348069599816,,,,,,,,,,,,,,,,,,,Harvest Service: Thread
113,,,100000113,HarvestService:Bags(100kg),,,2348069599816,,,,,,,,,,,,,,,,,,,HarvestService:Bags(100kg)
114,,,100000114,HarvestService:Bags(12.5kg),,,2348069599816,,,,,,,,,,,,,,,,,,,HarvestService:Bags(12.5kg)
115,,,100000115,HarvestService:Bags(50kg),,,2348069599816,,,,,,,,,,,,,,,,,,,HarvestService:Bags(50kg)
116,,,100000116,Information Technology:Internet Service,,,2348069599816,,,,,,,,,,,,,,,,,,,Information Technology:Internet Service
117,,,100000117,Information Technology:Other,,,2348069599816,,,,,,,,,,,,,,,,,,,Information Technology:Other
118,,,100000118,Information Technology:SMS,,,2348069599816,,,,,,,,,,,,,,,,,,,Information Technology:SMS
119,,,100000119,Information Technology:Software,,,2348069599816,,,,,,,,,,,,,,,,,,,Information Technology:Software
120,,,100000120,Information Technology:Telephone Service,,,2348069599816,,,,,,,,,,,,,,,,,,,Information Technology:Telephone Service
121,,,100000121,Information Technology:Website,,,2348069599816,,,,,,,,,,,,,,,,,,,Information Technology:Website
122,,,100000122,Insurance:Produce Price,,,2348069599816,,,,,,,,,,,,,,,,,,,Insurance:Produce Price
123,,,100000123,Insurance:Inventory,,,2348069599816,,,,,,,,,,,,,,,,,,,Insurance:Inventory
124,,,100000124,Insurance:Other,,,2348069599816,,,,,,,,,,,,,,,,,,,Insurance:Other
125,,,100000125,Insurance:Vehicle,,,2348069599816,,,,,,,,,,,,,,,,,,,Insurance:Vehicle
126,,,100000126,Insurance:Weather_Index,,,2348069599816,,,,,,,,,,,,,,,,,,,Insurance:Weather_Index
127,,,100000127,Insurance:Yield_Index,,,2348069599816,,,,,,,,,,,,,,,,,,,Insurance:Yield_Index
128,,,100000128,Interest Payment: FCMB (LXXXXXXX),,,2348069599816,,,,,,,,,,,,,,,,,,,Interest Payment: FCMB (LXXXXXXX)
129,,,100000129,Interest Payment: OTF (LXXXXXXX),,,2348069599816,,,,,,,,,,,,,,,,,,,Interest Payment: OTF (LXXXXXXX)
130,,,100000130,Labour:Agro Input Shipment - External,,,2348069599816,,,,,,,,,,,,,,,,,,,Labour:Agro Input Shipment - External
131,,,100000131,Labour:Agro Input Shipment - Internal,,,2348069599816,,,,,,,,,,,,,,,,,,,Labour:Agro Input Shipment - Internal
132,,,100000132,Labour:Cleaning - Produce,,,2348069599816,,,,,,,,,,,,,,,,,,,Labour:Cleaning - Produce
133,,,100000133,Labour:Cleaning - Seed,,,2348069599816,,,,,,,,,,,,,,,,,,,Labour:Cleaning - Seed
134,,,100000134,Labour:CMP,,,2348069599816,,,,,,,,,,,,,,,,,,,Labour:CMP
135,,,100000135,Labour:Cocoon Loading,,,2348069599816,,,,,,,,,,,,,,,,,,,Labour:Cocoon Loading
136,,,100000136,Labour:Produce Shipment - External,,,2348069599816,,,,,,,,,,,,,,,,,,,Labour:Produce Shipment - External
137,,,100000137,Labour:Produce Shipment - Internal,,,2348069599816,,,,,,,,,,,,,,,,,,,Labour:Produce Shipment - Internal
138,,,100000138,Labour:Fumigation,,,2348069599816,,,,,,,,,,,,,,,,,,,Labour:Fumigation
139,,,100000139,Labour:Input Distribution,,,2348069599816,,,,,,,,,,,,,,,,,,,Labour:Input Distribution
140,,,100000140,Labour:Last Mile Program,,,2348069599816,,,,,,,,,,,,,,,,,,,Labour:Last Mile Program
141,,,100000141,Labour:Other,,,2348069599816,,,,,,,,,,,,,,,,,,,Labour:Other
142,,,100000142,Field-Member Payment: Harrowing Advance,,,2348069599816,,,,,,,,,,,,,,,,,,,Field-Member Payment: Harrowing Advance
143,,,100000143,Member Payment:Future Bonus,,,2348069599816,,,,,,,,,,,,,,,,,,,Member Payment:Future Bonus
144,,,100000144,Member Payment:Harvest Advance,,,2348069599816,,,,,,,,,,,,,,,,,,,Member Payment:Harvest Advance
145,,,100000145,Member Payment:Other,,,2348069599816,,,,,,,,,,,,,,,,,,,Member Payment:Other
146,,,100000146,Member Training:Equipment,,,2348069599816,,,,,,,,,,,,,,,,,,,Member Training:Equipment
147,,,100000147,Member Training:Feeding,,,2348069599816,,,,,,,,,,,,,,,,,,,Member Training:Feeding
148,,,100000148,Member Training:Other,,,2348069599816,,,,,,,,,,,,,,,,,,,Member Training:Other
149,,,100000149,Motorcycle:Jing Cheng (JC110),,,2348069599816,,,,,,,,,,,,,,,,,,,Motorcycle:Jing Cheng (JC110)
150,,,100000150,Personnel Expense:Bonus,,,2348069599816,,,,,,,,,,,,,,,,,,,Personnel Expense:Bonus
151,,,100000151,Personnel Expense:Medical,,,2348069599816,,,,,,,,,,,,,,,,,,,Personnel Expense:Medical
152,,,100000152,Personnel Expense:NHF,,,2348069599816,,,,,,,,,,,,,,,,,,,Personnel Expense:NHF
153,,,100000153,Personnel Expense:Other,,,2348069599816,,,,,,,,,,,,,,,,,,,Personnel Expense:Other
154,,,100000154,Personnel Expense:Pension,,,2348069599816,,,,,,,,,,,,,,,,,,,Personnel Expense:Pension
155,,,100000155,Personnel Expense:Salary,,,2348069599816,,,,,,,,,,,,,,,,,,,Personnel Expense:Salary
156,,,100000156,Personnel Expense:Tax,,,2348069599816,,,,,,,,,,,,,,,,,,,Personnel Expense:Tax
157,,,100000157,Contract Personnel Expense:Bonus,,,2348069599816,,,,,,,,,,,,,,,,,,,Contract Personnel Expense:Bonus
158,,,100000158,Contract Personnel Expense:Medical,,,2348069599816,,,,,,,,,,,,,,,,,,,Contract Personnel Expense:Medical
159,,,100000159,Contract Personnel Expense:NHF,,,2348069599816,,,,,,,,,,,,,,,,,,,Contract Personnel Expense:NHF
160,,,100000160,Contract Personnel Expense:Other,,,2348069599816,,,,,,,,,,,,,,,,,,,Contract Personnel Expense:Other
161,,,100000161,Contract Personnel Expense:Pension,,,2348069599816,,,,,,,,,,,,,,,,,,,Contract Personnel Expense:Pension
162,,,100000162,Contract Personnel Expense:Salary,,,2348069599816,,,,,,,,,,,,,,,,,,,Contract Personnel Expense:Salary
163,,,100000163,Contract Personnel Expense:Tax,,,2348069599816,,,,,,,,,,,,,,,,,,,Contract Personnel Expense:Tax
164,,,100000164,Contract Personnel Expense:Transport,,,2348069599816,,,,,,,,,,,,,,,,,,,Contract Personnel Expense:Transport
165,,,100000165,Printing and Stationery:Biro,,,2348069599816,,,,,,,,,,,,,,,,,,,Printing and Stationery:Biro
166,,,100000166,Printing and Stationery:Catridges,,,2348069599816,,,,,,,,,,,,,,,,,,,Printing and Stationery:Catridges
167,,,100000167,Printing and Stationery:Files & Folders,,,2348069599816,,,,,,,,,,,,,,,,,,,Printing and Stationery:Files & Folders
168,,,100000168,Printing and Stationery:Flip Chart,,,2348069599816,,,,,,,,,,,,,,,,,,,Printing and Stationery:Flip Chart
169,,,100000169,Printing and Stationery:ID Cards,,,2348069599816,,,,,,,,,,,,,,,,,,,Printing and Stationery:ID Cards
170,,,100000170,Printing and Stationery:Markers,,,2348069599816,,,,,,,,,,,,,,,,,,,Printing and Stationery:Markers
171,,,100000171,Printing and Stationery:Masking Tape,,,2348069599816,,,,,,,,,,,,,,,,,,,Printing and Stationery:Masking Tape
172,,,100000172,Printing and Stationery:Notebook,,,2348069599816,,,,,,,,,,,,,,,,,,,Printing and Stationery:Notebook
173,,,100000173,Printing and Stationery:Other,,,2348069599816,,,,,,,,,,,,,,,,,,,Printing and Stationery:Other
174,,,100000174,Printing and Stationery:Paper,,,2348069599816,,,,,,,,,,,,,,,,,,,Printing and Stationery:Paper
175,,,100000175,Printing and Stationery:Photocopy,,,2348069599816,,,,,,,,,,,,,,,,,,,Printing and Stationery:Photocopy
176,,,100000176,Printing and Stationery:Pins and Staples,,,2348069599816,,,,,,,,,,,,,,,,,,,Printing and Stationery:Pins and Staples
177,,,100000177,Printing and Stationery:Printer Toner/Ink,,,2348069599816,,,,,,,,,,,,,,,,,,,Printing and Stationery:Printer Toner/Ink
178,,,100000178,Printing and Stationery:Printing,,,2348069599816,,,,,,,,,,,,,,,,,,,Printing and Stationery:Printing
179,,,100000180,Rent:CMP,,,2348069599816,,,,,,,,,,,,,,,,,,,Rent:CMP
180,,,100000181,Rent:Office,,,2348069599816,,,,,,,,,,,,,,,,,,,Rent:Office
181,,,100000182,Rent:Other,,,2348069599816,,,,,,,,,,,,,,,,,,,Rent:Other
182,,,100000183,Rent:Warehouse,,,2348069599816,,,,,,,,,,,,,,,,,,,Rent:Warehouse
183,,,100000184,Repairs and Maintenance:CMP,,,2348069599816,,,,,,,,,,,,,,,,,,,Repairs and Maintenance:CMP
184,,,100000185,Repairs and Maintenance:Cocoon,,,2348069599816,,,,,,,,,,,,,,,,,,,Repairs and Maintenance:Cocoon
185,,,100000186,Repairs and Maintenance:Generator,,,2348069599816,,,,,,,,,,,,,,,,,,,Repairs and Maintenance:Generator
186,,,100000187,Repairs and Maintenance:Motorcycle,,,2348069599816,,,,,,,,,,,,,,,,,,,Repairs and Maintenance:Motorcycle
187,,,100000188,Repairs and Maintenance:Office,,,2348069599816,,,,,,,,,,,,,,,,,,,Repairs and Maintenance:Office
188,,,100000189,Repairs and Maintenance:Other,,,2348069599816,,,,,,,,,,,,,,,,,,,Repairs and Maintenance:Other
189,,,100000190,Repairs and Maintenance:Vehicle,,,2348069599816,,,,,,,,,,,,,,,,,,,Repairs and Maintenance:Vehicle
